pert_iname,smiles
GSK461364,C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2ccc(CN3CCN(C)CC3)cc12)c1ccccc1C(F)(F)F
GSK503,CC(C)n1cc(C)c2c(cc(cc12)-c1ccc(nc1)N1CCN(C)CC1)C(=O)NCc1c(C)cc(C)[nH]c1=O
GSK650394,OC(=O)c1ccc(cc1C1CCCC1)-c1c[nH]c2ncc(cc12)-c1ccccc1
GSK656,NC[C@H]1OB(O)c2c1c(Cl)ccc2OCCO
GSK690693,CCn1c(nc2c(ncc(OC[C@H]3CCCNC3)c12)C#CC(C)(C)O)-c1nonc1N
GSK9027,Fc1ccc(cc1)-n1ncc2cc(ccc12)-c1ccc(NS(=O)(=O)Cc2ccccc2)cc1C(F)(F)F
GSK923295,CC(C)Oc1ccc(cc1Cl)C(=O)N[C@H](CNC(=O)CN(C)C)Cc1ccc(cc1)-c1cn2cccc([C@H](C)O)c2n1
GTP-14564,c1ccc(cc1)-c1[nH]nc2c3ccccc3oc12
GTS21,COc1ccc(\C=C2/CCCN=C2c2cccnc2)c(OC)c1 |c:11|
guacetisal,COc1ccccc1OC(=O)c1ccccc1OC(C)=O
guadecitabine,Nc1ncn([C@H]2C[C@H](OP(O)(=O)OC[C@H]3O[C@H](C[C@@H]3O)n3cnc4c3[nH]c(N)nc4=O)[C@@H](CO)O2)c(=O)n1
guaiacol,COc1ccccc1O
guaifenesin,"COc1ccccc1OC[C@@H](O)CO |&1:10,r|"
guanaben-acetate,NC(=N)N\N=C\c1c(Cl)cccc1Cl
guanadrel,NC(=N)NC[C@H]1COC2(CCCCC2)O1 |&1:5|
guancydine,CCC(C)(C)NC(=N)NC#N
guanethidine,NC(=N)NCCN1CCCCCCC1
guanfacine,NC(=N)NC(=O)Cc1c(Cl)cccc1Cl
guanidine,NC(N)=N
guanidinoethyldisulfide-bicarbonate,NC(=N)NCCSSCCNC(N)=N
guanidinopropionic-acid,NC(=N)NCCC(O)=O
guanosine,Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
Gue-1654,CSc1nc2ccc3nc(NC(=O)C(c4ccccc4)c4ccccc4)sc3c2s1
guvacine,OC(=O)C1=CCCNC1 |t:3|
GW-0742,Cc1nc(sc1CSc1ccc(OCC(O)=O)c(C)c1)-c1ccc(c(F)c1)C(F)(F)F
GW-1100,CCOC(=O)c1ccc(cc1)-n1cc(Cc2cnc(OCC)nc2)c(=O)nc1SCc1ccc(F)cc1
GW-1929,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(O)=O)cc1)c1ccccn1
GW-2580,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1
GW-311616,CC(C)[C@H]1[C@H]2[C@@H](CCN2C(=O)\C=C\CN2CCCCC2)N(C1=O)S(C)(=O)=O
GW-3965,OC(=O)Cc1cccc(OCCCN(CC(c2ccccc2)c2ccccc2)Cc2cccc(c2Cl)C(F)(F)F)c1
GW-405833,COc1ccc2n(C(=O)c3cccc(Cl)c3Cl)c(C)c(CCN3CCOCC3)c2c1
GW-4064,CC(C)c1onc(c1COc1ccc(\C=C\c2cccc(c2)C(O)=O)c(Cl)c1)-c1c(Cl)cccc1Cl
GW-438014A,O=C(Nc1nc2ccccc2n1CCc1ccccc1)c1ccccc1
GW-441756,Cn1cc(\C=C2/C(=O)Nc3cccnc23)c2ccccc12
GW-501516,Cc1nc(sc1CSc1ccc(OCC(O)=O)c(C)c1)-c1ccc(cc1)C(F)(F)F
GW-5074,Oc1c(Br)cc(C=C2C(=O)Nc3ccc(I)cc23)cc1Br
GW-542573X,COc1ccccc1NC(=O)OCC1CCN(CC1)C(=O)OC(C)(C)C
GW-583340,CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1
GW-627368,CCOc1c2CN(C(=O)c2c(OCC)c2ccccc12)c1ccc(CC(=O)NS(=O)(=O)c2ccccc2)cc1
GW-6471,CCC(=O)NC[C@H](Cc1ccc(OCCc2nc(oc2C)-c2ccccc2)cc1)N\C(C)=C/C(=O)c1ccc(cc1)C(F)(F)F
GW-7647,CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(O)=O
GW-788388,O=C(NC1CCOCC1)c1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1
GW-803430,COc1cc(ccc1OCCN1CCCC1)-n1cnc2cc(sc2c1=O)-c1ccc(Cl)cc1
GW-842166,FC(F)(F)c1nc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC1CCOCC1
GW-843682X,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(N)=O)c2cc1OC
GW-9508,OC(=O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1
GW-9662,[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc1ccccc1
GW274150,CC(=N)NCCSCC[C@H](N)C(O)=O
GYKI-52466,"CC1=NN=C(c2ccc(N)cc2)c2cc3OCOc3cc2C1 |t:1,3|"
gynostemma-extract,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C
GZD824,CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc3cnc4n[nH]cc4c3)cc2C(F)(F)F)CC1
H-151,CCc1ccc(NC(=O)Nc2c[nH]c3ccccc23)cc1
H-89,Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1
H2L-5765834,OC(=O)c1ccc2C(=O)N(C(=O)c2c1)c1cccc(Oc2ccc(cc2)[N+]([O-])=O)c1
HA-1004,NC(=N)NCCNS(=O)(=O)c1cccc2cnccc12
HA-130,OB(O)c1cccc(COc2ccc(\C=C3/SC(=O)N(Cc4ccc(F)cc4)C3=O)cc2)c1
HA-966-(R)-(+),N[C@@H]1CCN(O)C1=O
HA-966-(S)-(-),N[C@H]1CCN(O)C1=O
HA14-1,"CCOC(=O)[C@@H](C#N)[C@H]1C(C(=O)OCC)=C(N)Oc2ccc(Br)cc12 |&1:5,8,r,t:14|"
halazone,OC(=O)c1ccc(cc1)S(=O)(=O)N(Cl)Cl
halcinonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CCl |t:10|
halobetasol-propionate,"CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl |c:18,t:14|"
halofantrine,CCCCN(CCCC)CC[C@@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(ccc12)C(F)(F)F |&1:11|
halofuginone,O[C@H]1CCCN[C@@H]1CC(=O)Cn1cnc2cc(Br)c(Cl)cc2c1=O
halopemide,Fc1ccc(cc1)C(=O)NCCN1CCC(CC1)n1c2ccc(Cl)cc2[nH]c1=O
haloperidol,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1
haloperidol-decanoate,CCCCCCCCCC(=O)OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1
haloprogin,Clc1cc(Cl)c(OCC#CI)cc1Cl
halothane,"FC(F)(F)[C@@H](Cl)Br |&1:4,r|"
harmane,Cc1nccc2c3ccccc3[nH]c12
harringtonine,[H][C@@]12[C@H](OC(=O)[C@@](O)(CCC(C)(C)O)CC(=O)OC)C(OC)=C[C@@]11CCCN1CCc1cc3OCOc3cc21 |c:21|
HBED,OC(=O)CN(CCN(CC(O)=O)Cc1ccccc1O)Cc1ccccc1O
HC-030031,CC(C)c1ccc(NC(=O)Cn2cnc3n(C)c(=O)n(C)c(=O)c23)cc1
HC-067047,Cc1c(cc(-c2ccccc2)n1CCCN1CCOCC1)C(=O)Nc1cccc(c1)C(F)(F)F
HC-070,Cn1c2nc(Oc3cccc(Cl)c3)n(Cc3ccc(Cl)cc3)c2c(=O)n(CCCO)c1=O
heclin,CCc1ccc(\C=C\C(=O)Nc2ccc(cc2)C(C)=O)o1
HEMADO,CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
hematoporphyrin,"C[C@@H](O)c1c(C)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)c(C)c5[C@@H](C)O)c(C)c4CCC(O)=O)c(CCC(O)=O)c3C |&1:25,&2:1,r|"
hematoxylin,Oc1ccc2[C@H]3c4cc(O)c(O)cc4C[C@@]3(O)COc2c1O
hemin,"CC1=C(CCC(O)=O)\C2=C\c3c(CCC(O)=O)c(C)c4\C=C5/N=C(/C=c6/c(C=C)c(C)\c(=C\C1=N2)n6[Fe](O)n34)C(C)=C5C=C |c:1,20,34,45,t:8,22,24,31|"
hemomex-s,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O)C[C@@]21C
hepsulfam,NS(=O)(=O)OCCCCCCCOS(N)(=O)=O
heptaminol,C[C@@H](N)CCCC(C)(C)O |&1:1|
HER2-Inhibitor-1,Cc1cc(Nc2ncnc3ccc(cc23)-c2ccc(CNCCS(C)(=O)=O)o2)ccc1Oc1ccn2ncnc2c1
hesperadin,CCS(=O)(=O)Nc1ccc2NC(=O)\C(=C(/Nc3ccc(CN4CCCCC4)cc3)c3ccccc3)c2c1
hesperetin,COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1
hesperidin,COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc2O1
hetacillin,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@H](NC3(C)C)c3ccccc3)C(=O)N2[C@H]1C(O)=O
hexachlorophene,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
hexamethonium,C[N+](C)(C)CCCCCC[N+](C)(C)C
hexamethylenebisacetamide,CC(=O)NCCCCCCNC(C)=O
hexaminolevulinate,CCCCCCOC(=O)CCC(=O)CN
hexasodium-phytate,OP(O)(=O)O[C@H]1[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O
hexestrol,CC[C@@H]([C@@H](CC)c1ccc(O)cc1)c1ccc(O)cc1
hexetidine,"CCCC[C@H](CC)CN1CN(C[C@H](CC)CCCC)C[C@](C)(N)C1 |&1:12,&2:4,&3:20,r|"
hexonic-acid,"OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(O)=O |&1:2,&2:4,&3:6,&4:8,r|"
hexoprenaline,"O[C@@H](CNCCCCCCNC[C@@H](O)c1ccc(O)c(O)c1)c1ccc(O)c(O)c1 |&1:1,&2:12|"
hexylcaine,C[C@@H](CNC1CCCCC1)OC(=O)c1ccccc1 |&1:1|
hexylene-glycol,"C[C@@H](O)CC(C)(C)O |&1:1,r|"
hexylresorcinol,CCCCCCc1ccc(O)cc1O
higenamine,Oc1ccc(C[C@H]2NCCc3cc(O)c(O)cc23)cc1 |&1:6|
hippuric-acid,OC(=O)CNC(=O)c1ccccc1
histamine,NCCc1cnc[nH]1
HJC-0350,Cc1cc(C)n(c1)S(=O)(=O)c1c(C)cc(C)cc1C
HKI-357,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C
HLCL-61,CCn1c2ccccc2c2cc(CNCc3ccccc3OC)ccc12
HM-30181,COc1cc2CCN(CCc3ccc(cc3)-n3nnc(n3)-c3cc(OC)c(OC)cc3NC(=O)c3cc(=O)c4ccccc4o3)Cc2cc1OC
HMN-214,COc1ccc(cc1)S(=O)(=O)N(C(C)=O)c1ccccc1\C=C\c1cc[n+]([O-])cc1
HOKU-81,CC(C)(C)NC[C@H](O)c1ccc(O)cc1Cl |r|
homatropine,"CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@@H](O)c1ccccc1 |a:2,5,7,&1:12,THB:9:7:1:3.4|"
homatropine-methylbromide,"C[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@@H](O)c1ccccc1 |a:3,6,8,&1:13,THB:10:8:1:4.5|"
homidium,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
homochlorcyclizine,CN1CCCN(CC1)[C@@H](c1ccccc1)c1ccc(Cl)cc1 |&1:8|
homoharringtonine,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN3CCC[C@]23C=C1OC |c:39|
homoquinolinic-acid,OC(=O)Cc1cccnc1C(O)=O
homosalate,"C[C@H]1C[C@@H](CC(C)(C)C1)OC(=O)c1ccccc1O |&1:1,&2:3,r|"
homoveratrylamine,COc1ccc(CCN)cc1OC
honokiol,Oc1ccc(cc1CC=C)-c1cc(CC=C)ccc1O
hordenine,CN(C)CCc1ccc(O)cc1
HP-228,CCCC[C@H](NC(C)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)NCC(N)=O
hPGDS-IN-1,CC(C)(O)c1nc(no1)-c1cccc(CNC(=O)c2cnc(nc2)-c2ccccn2)c1
HPPH,CCCCCCO[C@H](C)c1c(C)c2cc3nc([C@@H](CCC(O)=O)[C@@H]3C)c3CC(=O)c4c(C)c(cc5nc(cc1[nH]2)c(C)c5CC)[nH]c34 |&1:7|
HQK-1001,CCC(C)(C)C(O)=O
HSR6071,O=C(Nc1nnn[nH]1)c1cncc(n1)N1CCCC1
HT-2157,FC(F)(F)c1cccc(c1)\N=C1/C(=O)N(c2ccccc12)c1ccccc1
HTH-01-015,CN1c2cc3ccccc3cc2C(=O)N(C)c2c(C)nc(Nc3cnn(c3)C3CCNCC3)nc12
HTHQ,CCCCCCOc1cc(C)c(O)c(C)c1C
HTMT,C[C@@H](CCCCC(=O)Nc1ccc(cc1)C(F)(F)F)NCCc1cnc[nH]1 |&1:1|
huperzine-A,C\C=C1/[C@@H]2Cc3[nH]c(=O)ccc3[C@@]1(N)CC(C)=C2 |c:18|
hyaluronic-acid,CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1C(O)=O
hycanthone,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
hydralazine,NNc1nncc2ccccc12
hydralazine,N\N=c1/[nH]ncc2ccccc12
"hydrastine-(1R,9S)",COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]1N(C)CCc2cc3OCOc3cc12
hydrastinine,C[N+]1=Cc2cc3OCOc3cc2CC1 |t:1|
hydrochlorothiazide,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl
hydrocortisone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO |t:9|
hydrocortisone-acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C |t:15|
hydrocortisone-butyrate,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)CO |t:13|
hydrocortisone-hemisuccinate,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(O)=O |t:9|
hydrocortisone-phosphate,"C[C@@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]34C)[C@@H]1CC[C@]2(O)C(=O)COP(O)(O)=O |a:3,20,&1:1,&2:5,&3:6,&4:15,&5:17,t:9|"
hydrocortisone-valerate,CCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)CO |t:14|
hydroflumethiazide,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F
hydroquinidine,CC[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
hydroquinone,Oc1ccc(O)cc1
hydroxocobalamin,"[H]O[Co+]N1\C2=C(C)/C3=N/C(=C/C4=N/C(=C(C)\C5=N[C@@](C)([C@@]1([H])[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(O)(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)n1cnc2cc(C)c(C)cc12)[C@@](C)(CC(N)=O)[C@@H]5CCC(N)=O)/[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)/C(C)(C)[C@@H]3CCC(N)=O |r,t:4,7,9,11,13,16|"
hydroxyamphetamine,C[C@@H](N)Cc1ccc(O)cc1 |&1:1|
hydroxychloroquine,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
hydroxyfasudil,O=c1[nH]ccc2c(cccc12)S(=O)(=O)N1CCCNCC1
hydroxyprogesterone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C |t:11|
hydroxyprogesterone-acetate,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O |t:11|
hydroxypropyl-beta-cyclodextrin,"C[C@@H](O)COC[C@H]1O[C@@H]2O[C@@H]3[C@@H](COC[C@@H](C)O)O[C@H](O[C@@H]4[C@@H](COC[C@@H](C)O)O[C@H](O[C@@H]5[C@@H](COC[C@@H](C)O)O[C@H](O[C@@H]6[C@@H](COC[C@@H](C)O)O[C@H](O[C@@H]7[C@@H](COC[C@@H](C)O)O[C@H](O[C@@H]8[C@@H](COC[C@@H](C)O)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O |a:6,8,10,11,19,21,22,30,32,33,41,43,44,52,54,55,63,65,66,74,76,77,79,81,83,85,87,89,91,93,95,97,99,101,103,&1:1,&2:15,&3:26,&4:37,&5:48,&6:59,&7:70|"
hydroxysafflor-yellow-A,"[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@]1(O)C(=O)[C@@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)[C@H](C(=O)\C=C\c2ccc(O)cc2)C1=O |&1:12,&2:30,&3:16|"
hydroxystilbamidine,NC(=N)c1ccc(\C=C\c2ccc(cc2O)C(N)=N)cc1
"hydroxytacrine-maleate-(R,S)",Nc1c2[C@@H](O)CCCc2nc2ccccc12 |&1:3|
hydroxytoluic-acid,Cc1cccc(C(O)=O)c1O
hydroxyurea,NC(=O)NO
hydroxyzine,OCCOCCN1CCN(CC1)[C@@H](c1ccccc1)c1ccc(Cl)cc1 |&1:12|
hygromycin-B,"CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3O[C@@]4(O[C@H]23)O[C@H]([C@@H](N)CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O |a:2,4,6,8,10,12,15,17,21,23,24,28,30,32,34,&1:19|"
hymecromone,Cc1cc(=O)oc2cc(O)ccc12
hyodeoxycholic-acid,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
hyoscyamine,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)c1ccccc1
hypericin,Cc1cc(O)c2c3c1c1c(C)cc(O)c4c1c1c3c3c(c(O)cc(O)c3c2=O)c2c(O)cc(O)c(c12)c4=O
hyperin,"OC[C@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)c(O)c2)[C@@H](O)[C@@H](O)[C@@H]1O |&1:2,&2:4,&3:27,&4:29,&5:31,r|"
hypoestoxide,CC(=O)O[C@@H]1C[C@]2(C)O[C@H]2CC[C@]2(C)O[C@H]2C[C@@H]2CC(=O)C(=C)[C@@H]1C2(C)C
hypoxanthine,O=c1nc[nH]c2nc[nH]c12
I-BET-762,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc12 |t:7|
I-BET151,COc1cc2c3n([C@H](C)c4ccccn4)c(=O)[nH]c3cnc2cc1-c1c(C)noc1C
I-BRD9,CCn1cc(-c2cccc(c2)C(F)(F)F)c2sc(cc2c1=O)C(=N)NC1CCS(=O)(=O)CC1
I-BZA,CCN(CC)CCNC(=O)c1ccc(I)cc1
I-BZA2,CCN(CC)CCNC(=O)c1ccccc1I
I-CBP-112,CCC(=O)N1CCOc2c(C1)cc(cc2OC[C@H]1CCCN(C)C1)-c1ccc(OC)c(OC)c1
IACS-10759,Cc1nc(nn1Cc1cccc(c1)N1CCC(CC1)S(C)(=O)=O)-c1nc(no1)-c1ccc(OC(F)(F)F)cc1
IB-MECA,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NCc3cccc(I)c3)ncnc12
ibandronate,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O
IBC-293,CC(C)n1nnc2cc(ccc12)C(O)=O
iberdomide,O=C1N(Cc2c1cccc2OCc1ccc(CN2CCOCC2)cc1)[C@H]1CCC(=O)NC1=O
ibiglustat,CC(C)(NC(=O)O[C@@H]1CN2CCC1CC2)c1csc(n1)-c1ccc(F)cc1
IBMX,CC(C)Cn1c2nc[nH]c2c(=O)n(C)c1=O
ibotenic-acid,"N[C@@H](C(O)=O)c1cc(=O)[nH]o1 |&1:1,r|"
ibrolipim,CCOP(=O)(Cc1ccc(cc1)C(=O)Nc1ccc(Br)cc1C#N)OCC
ibrutinib,Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)[C@@H]1CCCN(C1)C(=O)C=C
ibudilast,CC(C)C(=O)c1c(nn2ccccc12)C(C)C
ibuprofen,"CC(C)Cc1ccc(cc1)[C@@H](C)C(O)=O |&1:10,r|"
ibuprofen-(S),CC(C)Cc1ccc(cc1)[C@H](C)C(O)=O
ibuprofen-lysine,"NCCCC[C@H](N)C(O)=O.CC(C)Cc1ccc(cc1)[C@@H](C)C(O)=O |a:5,&1:20|"
ibuprofen-piconol,"CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)OCc1ccccn1 |&1:10,r|"
ibuproxam,CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NO |r|
ibutamoren,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CN(c3ccccc23)S(C)(=O)=O)CC1
ibutilide,CCCCCCCN(CC)CCC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1 |&1:13|
IC261,COc1cc(OC)c(\C=C2\C(=O)Nc3ccccc23)c(OC)c1
ICA-069673,Fc1ccc(cc1F)C(=O)Nc1cnc(Cl)nc1
ICA-110381,Clc1ccc(cc1)C(=O)Nc1ccc(Cl)nc1
ICA-121431,O=C(Nc1ccc(cc1)S(=O)(=O)Nc1nccs1)C(c1ccccc1)c1ccccc1
icariin,COc1ccc(cc1)-c1oc2c(CC=C(C)C)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c2c(=O)c1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
icaritin,COc1ccc(cc1)-c1oc2c(CC=C(C)C)c(O)cc(O)c2c(=O)c1O
icatibant-acetate,N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(O)=O
ICG-001,Oc1ccc(C[C@@H]2N3[C@H](CN(Cc4cccc5ccccc45)C2=O)N(CCC3=O)C(=O)NCc2ccccc2)cc1
"ICI-118,551",CC(C)N[C@@H](C)[C@H](O)COc1ccc(C)c2CCCc12
ICI-162846,NC(=O)CCCCn1ccc(NC(=N)NCC(F)(F)F)n1
ICI-169369,CN(C)CCSc1nc2ccccc2cc1-c1ccccc1
"ICI-185,282",OC(=O)CCC\C=C/C[C@@H]1CO[C@@H](O[C@@H]1c1ccccc1O)C(F)(F)F
ICI-192605,OC(=O)CC\C=C/C[C@@H]1CO[C@@H](O[C@@H]1c1ccccc1O)c1ccccc1Cl
ICI-199441,CN([C@H](CN1CCCC1)c1ccccc1)C(=O)Cc1ccc(Cl)c(Cl)c1
"ICI-215,001",O[C@@H](CNCCOc1ccc(OCC(O)=O)cc1)COc1ccccc1
ICI-63197,CCCn1c2nc(N)nn2cc(C)c1=O
ICI-89406,"O[C@@H](CNCCNC(=O)Nc1ccccc1)COc1ccccc1C#N |&1:1,r|"
icilin,Oc1ccccc1N1CC=C(NC1=O)c1cccc(c1)[N+]([O-])=O |c:10|
iclaprim,"COc1cc(Cc2cnc(N)nc2N)c2C=C[C@H](Oc2c1OC)C1CC1 |&1:17,r,c:16|"
icomucret,CCCCC[C@H](O)\C=C\C=C/C\C=C/C\C=C/CCCC(O)=O
icosapent,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O
icotinib,C#Cc1cccc(Nc2ncnc3cc4OCCOCCOCCOc4cc23)c1
iCRT-14,Cc1cc(\C=C2/SC(=O)N(C2=O)c2ccccc2)c(C)n1-c1cccnc1
ID-1101,C[C@H](O)[C@H](C)[C@H](N)C(O)=O
ID-8,COc1ccc(cc1)-n1c(C)c([N+]([O-])=O)c2ccc(O)cc12
idalopirdine,FC(F)C(F)(F)COc1cccc(CNCCc2c[nH]c3cc(F)ccc23)c1
idarubicin,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(O)c3C(=O)c4ccccc4C(=O)c3c(O)c12)C(C)=O
idasanutlin,COc1cc(ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]1c1cccc(Cl)c1F)c1ccc(Cl)cc1F)C(O)=O
idazoxan,"C1CN=C(N1)[C@H]1COc2ccccc2O1 |r,c:2|"
idebenone,"COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O |c:2,t:19|"
